URLTilemap,AnchoMapa,AltoMapa,AnchoTile,AltoTile,TileID,Colision
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,48,true
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,82,true
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,0,false
"",,,,,20,false
"",,,,,20,false
"",,,,,0,false
"",,,,,20,false
"",,,,,20,false
"",,,,,0,false
"",,,,,13,false
"",,,,,0,false
"",,,,,0,false
"",,,,,13,false
"",,,,,0,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,83,true
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,20,false
"",,,,,0,false
"",,,,,20,false
"",,,,,20,false
"",,,,,0,false
"",,,,,48,true
"",,,,,0,false
"",,,,,0,false
"",,,,,48,true
"",,,,,0,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,48,true
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,20,false
"",,,,,0,false
"",,,,,20,false
"",,,,,20,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,83,true
"",,,,,20,false
"",,,,,20,false
"",,,,,48,true
"",,,,,48,true
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,0,false
"",,,,,0,false
"",,,,,20,false
"",,,,,0,false
"",,,,,48,true
"",,,,,82,true
"",,,,,20,false
"",,,,,20,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,48,true
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,0,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,0,false
"",,,,,0,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,82,true
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,24,true
"",,,,,24,true
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,82,true
"",,,,,20,false
"",,,,,48,true
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,48,true
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,24,true
"",,,,,24,true
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,24,true
"",,,,,24,true
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,23,false
"",,,,,48,true
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,23,false
"",,,,,23,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,48,true
"",,,,,48,true
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,24,true
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,23,false
"",,,,,23,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,48,true
"",,,,,48,true
"",,,,,48,true
"",,,,,48,true
"",,,,,24,true
"",,,,,24,true
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,24,true
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
