URLTilemap,AnchoMapa,AltoMapa,AnchoTile,AltoTile,TileID,Colision
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,65,true
"",,,,,45,true
"",,,,,45,true
"",,,,,46,true
"",,,,,63,true
"",,,,,64,true
"",,,,,64,true
"",,,,,64,true
"",,,,,64,true
"",,,,,64,true
"",,,,,64,true
"",,,,,64,true
"",,,,,65,true
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,71,true
"",,,,,48,true
"",,,,,46,true
"",,,,,44,true
"",,,,,69,true
"",,,,,70,true
"",,,,,70,true
"",,,,,70,true
"",,,,,70,true
"",,,,,70,true
"",,,,,70,true
"",,,,,70,true
"",,,,,70,true
"",,,,,71,true
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,48,true
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,22,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,22,false
"",,,,,20,false
"",,,,,20,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,45,true
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,22,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,21,false
"",,,,,20,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,46,true
"",,,,,21,false
"",,,,,20,false
"",,,,,23,false
"",,,,,22,false
"",,,,,20,false
"",,,,,23,false
"",,,,,20,false
"",,,,,20,false
"",,,,,22,false
"",,,,,20,false
"",,,,,20,false
"",,,,,22,false
"",,,,,21,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,104,true
"",,,,,105,true
"",,,,,106,true
"",,,,,107,true
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,48,true
"",,,,,21,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,23,false
"",,,,,22,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,45,true
"",,,,,20,false
"",,,,,21,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,23,false
"",,,,,23,false
"",,,,,20,false
"",,,,,22,false
"",,,,,20,false
"",,,,,20,false
"",,,,,0,false
"",,,,,32,true
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,46,true
"",,,,,20,false
"",,,,,21,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,23,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,22,false
"",,,,,20,false
"",,,,,49,true
"",,,,,50,true
"",,,,,34,true
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,45,true
"",,,,,21,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,20,false
"",,,,,23,false
"",,,,,20,false
"",,,,,22,false
"",,,,,20,false
"",,,,,20,false
"",,,,,22,false
"",,,,,51,true
"",,,,,52,true
"",,,,,34,true
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,42,true
"",,,,,42,true
"",,,,,42,true
"",,,,,42,true
"",,,,,42,true
"",,,,,42,true
"",,,,,42,true
"",,,,,42,true
"",,,,,42,true
"",,,,,42,true
"",,,,,42,true
"",,,,,42,true
"",,,,,42,true
"",,,,,42,true
"",,,,,43,true
"",,,,,33,true
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,0,false
"",,,,,59,true
"",,,,,59,true
"",,,,,59,true
"",,,,,59,true
"",,,,,59,true
"",,,,,59,true
"",,,,,59,true
"",,,,,59,true
"",,,,,59,true
"",,,,,59,true
"",,,,,59,true
"",,,,,59,true
"",,,,,59,true
"",,,,,59,true
"",,,,,59,true
"",,,,,60,true
"",,,,,58,false
"",,,,,58,false
"",,,,,58,false
"",,,,,58,false
"",,,,,58,false
"",,,,,58,false
"",,,,,58,false
"",,,,,58,false
"",,,,,58,false
"",,,,,78,true
"",,,,,78,true
"",,,,,78,true
"",,,,,78,true
"",,,,,78,true
"",,,,,78,true
"",,,,,78,true
"",,,,,78,true
"",,,,,78,true
"",,,,,78,true
"",,,,,78,true
"",,,,,78,true
"",,,,,78,true
"",,,,,78,true
"",,,,,78,true
"",,,,,79,true
"",,,,,77,false
"",,,,,77,false
"",,,,,77,false
"",,,,,77,false
"",,,,,77,false
"",,,,,77,false
"",,,,,77,false
"",,,,,77,false
"",,,,,77,false
